user_id,mss_length,maturity_store_segment
66000,340,"[""1484"",""1496"",""1627"",""1679"",""1681"",""1829"",""1847"",""1849"",""1881"",""1882"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2461"",""2480"",""2708"",""2717"",""2769"",""2771"",""3263"",""3275"",""3276"",""3423"",""3428"",""3429"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""4024"",""4111"",""A7"",""A14"",""A15""]"
66008,305,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2245"",""2266"",""2270"",""2283"",""2291"",""2313"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3263"",""3650"",""3671"",""3829"",""A5"",""A12"",""A15""]"
66040,366,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1965"",""1968"",""1971"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2451"",""2457"",""2461"",""2480"",""2708"",""2717"",""2726"",""2769"",""2770"",""2772"",""3263"",""3275"",""3429"",""3671"",""3824"",""3826"",""3829"",""4024"",""4110"",""A20"",""A7"",""A14"",""A15"",""A16""]"
66089,344,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1971"",""2074"",""2076"",""2077"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2480"",""2708"",""2717"",""2726"",""2771"",""2772"",""3263"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""4024"",""4110"",""A20"",""A21"",""A7"",""A13"",""A15"",""A16""]"
66099,384,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2461"",""2465"",""2480"",""2708"",""2726"",""2770"",""2772"",""3190"",""3196"",""3263"",""3275"",""3276"",""3429"",""3493"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A6""]"
66164,332,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1882"",""1971"",""2071"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2270"",""2283"",""2312"",""2313"",""2350"",""2451"",""2457"",""2717"",""3263"",""3276"",""3421"",""3429"",""3823"",""3824"",""3826"",""3829"",""4024"",""A21"",""A3"",""A7"",""A14"",""A15"",""A16"",""Loyalty_Insurance_Registered""]"
66171,337,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""1991"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3263"",""3650"",""3671"",""3829"",""3962"",""4004"",""A7"",""A12"",""SAO_D11""]"
66183,368,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1882"",""1965"",""1967"",""1969"",""1971"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2243"",""2266"",""2270"",""2283"",""2313"",""2350"",""2447"",""2457"",""2461"",""2480"",""2708"",""2717"",""2754"",""2769"",""3263"",""3275"",""3276"",""3423"",""3493"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""4024"",""4111"",""A20"",""A7"",""A14""]"
66189,339,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""2013"",""2074"",""2076"",""2106"",""2129"",""2165"",""2167"",""2173"",""2237"",""2240"",""2266"",""2270"",""2283"",""2291"",""2313"",""2457"",""2461"",""2465"",""2480"",""2502"",""2708"",""2726"",""3190"",""3194"",""3263"",""3650"",""3671"",""3829"",""A5"",""A12"",""A15"",""A16""]"
66205,387,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1847"",""1849"",""1881"",""1965"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2248"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2452"",""2457"",""2461"",""2465"",""2708"",""2717"",""2726"",""3189"",""3193"",""3204"",""3210"",""3263"",""3275"",""3276"",""3421"",""3650"",""3822"",""3823"",""3824"",""3826"",""3829"",""4024"",""A21"",""A7"",""A12"",""A15"",""A16""]"
66208,450,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1834"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2248"",""2266"",""2270"",""2283"",""2312"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""3263"",""3275"",""3276"",""3421"",""3422"",""3429"",""3493"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A21"",""A7"",""A12"",""A15"",""A16""]"
66211,410,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1881"",""1971"",""2074"",""2077"",""2078"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2448"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""3189"",""3191"",""3203"",""3263"",""3275"",""3276"",""3429"",""3493"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A6"",""A15"",""A16""]"
66227,335,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2239"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2457"",""2461"",""2465"",""2480"",""2500"",""2708"",""2726"",""3190"",""3196"",""3208"",""3263"",""3650"",""3671"",""3829"",""3962"",""A5"",""A12"",""A15"",""A16"",""SAO_D11""]"
66233,402,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1882"",""1971"",""2071"",""2074"",""2077"",""2129"",""2165"",""2167"",""2173"",""2237"",""2245"",""2266"",""2270"",""2283"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2755"",""2771"",""3263"",""3275"",""3276"",""3429"",""3493"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""4004"",""4024"",""4111"",""A7"",""A12"",""A15"",""A16""]"
66255,304,"[""1484"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1881"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2461"",""2480"",""2708"",""3190"",""3196"",""3208"",""3263"",""3423"",""3428"",""3429"",""3671"",""3823"",""3824"",""3826"",""3829"",""A20"",""A7"",""A14"",""A15""]"
66262,329,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1967"",""1971"",""1987"",""2013"",""2074"",""2107"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2449"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3263"",""3650"",""3671"",""3829"",""3962"",""A7"",""A10"",""A15"",""TAO_D11""]"
66268,326,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1881"",""1962"",""1971"",""1991"",""2004"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3275"",""3649"",""3670"",""3829"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A7"",""A12"",""A15""]"
66269,373,"[""1190"",""1329"",""1484"",""1496"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1968"",""1971"",""2071"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2248"",""2270"",""2283"",""2291"",""2313"",""2350"",""2455"",""2457"",""2717"",""2726"",""2771"",""3189"",""3193"",""3204"",""3210"",""3263"",""3275"",""3421"",""3429"",""3824"",""3826"",""3829"",""4110"",""A20"",""A21"",""A3"",""A7"",""A14"",""A15"",""A16"",""Loyalty_Insurance_Registered""]"
66272,304,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1849"",""1968"",""1969"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2452"",""2457"",""2717"",""2726"",""3263"",""3423"",""3429"",""3824"",""3826"",""3829"",""4110"",""A20"",""A7"",""A14"",""A15""]"
66274,370,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1971"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""2755"",""3190"",""3192"",""3206"",""3263"",""3275"",""3429"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A6""]"
66304,327,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""1991"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2708"",""2755"",""3190"",""3192"",""3206"",""3263"",""3650"",""3829"",""3962"",""4004"",""A7"",""A11""]"
66330,369,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1971"",""1991"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""3190"",""3196"",""3263"",""3275"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A6"",""A15""]"
66333,341,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1849"",""1881"",""1965"",""1967"",""1971"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3196"",""3263"",""3275"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A6"",""A15""]"
66334,341,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1968"",""1971"",""2071"",""2074"",""2077"",""2078"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2449"",""2457"",""2726"",""3263"",""3421"",""3429"",""3822"",""3823"",""3824"",""3826"",""3829"",""4110"",""A20"",""A7"",""A14"",""A15"",""A16"",""Loyalty_Insurance_Registered""]"
66347,304,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2451"",""2457"",""2717"",""2726"",""3263"",""3276"",""3421"",""3429"",""3823"",""3824"",""3826"",""3829"",""4110"",""A7"",""A14"",""A15"",""A16""]"
66355,339,"[""1189"",""1333"",""1484"",""1496"",""1627"",""1679"",""1681"",""1829"",""1831"",""1848"",""1849"",""1881"",""1967"",""1970"",""1971"",""2071"",""2074"",""2077"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2452"",""2457"",""2708"",""2717"",""2726"",""3263"",""3275"",""3276"",""3423"",""3429"",""3823"",""3824"",""3826"",""3829"",""4110"",""A20"",""A7"",""A14"",""A15""]"
66363,317,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1970"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2450"",""2457"",""2461"",""2480"",""2708"",""2726"",""2755"",""3189"",""3195"",""3205"",""3263"",""3275"",""3671"",""3829"",""4110"",""A20"",""A7"",""A14"",""A15"",""A16""]"
66424,319,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1962"",""1967"",""1971"",""1991"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2480"",""2708"",""2726"",""2755"",""2770"",""3190"",""3194"",""3263"",""3670"",""3829"",""3961"",""4003"",""A7"",""A12"",""A15""]"
66453,396,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1849"",""1881"",""1965"",""1967"",""1969"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2241"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3196"",""3263"",""3275"",""3276"",""3429"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3962"",""4004"",""4024"",""A7"",""A12"",""A15""]"
66473,301,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1881"",""1971"",""2074"",""2129"",""2167"",""2173"",""2174"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2708"",""2726"",""3190"",""3196"",""3263"",""3275"",""3276"",""3429"",""3822"",""3823"",""3824"",""3826"",""3962"",""3983"",""4004"",""4024"",""A6"",""A9"",""SAO_D11""]"
66489,300,"[""1484"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3196"",""3263"",""3650"",""3671"",""3829"",""A7"",""A9"",""A15"",""SAO_D11""]"
66782,387,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1834"",""1848"",""1849"",""1881"",""1965"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2727"",""2771"",""3263"",""3275"",""3276"",""3429"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A21"",""A7"",""A12"",""A15"",""A16""]"
66784,388,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2708"",""2727"",""2769"",""2772"",""3189"",""3193"",""3204"",""3263"",""3275"",""3429"",""3494"",""3650"",""3822"",""3823"",""3824"",""3826"",""3829"",""4024"",""A7"",""A14"",""A15"",""A16""]"
66796,396,"[""1168"",""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1965"",""1969"",""1971"",""2013"",""2074"",""2076"",""2078"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2461"",""2480"",""2708"",""2717"",""2726"",""2771"",""3421"",""3423"",""3428"",""3429"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""A20"",""A7"",""A14""]"
66800,394,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1971"",""2004"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2448"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2753"",""3190"",""3194"",""3275"",""3276"",""3429"",""3493"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4024"",""4025"",""4027"",""A20"",""A5"",""A13"",""A15"",""A16""]"
66803,355,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1970"",""2071"",""2074"",""2077"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2313"",""2350"",""2451"",""2457"",""2708"",""2717"",""2727"",""2771"",""3263"",""3275"",""3421"",""3423"",""3428"",""3429"",""3823"",""3824"",""3826"",""3829"",""4024"",""4110"",""A3"",""A7"",""A14"",""A15"",""Loyalty_Insurance_Registered""]"
66830,389,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1971"",""2004"",""2074"",""2078"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2461"",""2465"",""2480"",""2708"",""2727"",""3190"",""3194"",""3207"",""3429"",""3494"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4110"",""A7"",""A12"",""A15""]"
66881,452,"[""1168"",""1277"",""1496"",""1627"",""1679"",""1681"",""1829"",""1834"",""1846"",""1848"",""1849"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2772"",""3190"",""3194"",""3207"",""3275"",""3276"",""3423"",""3428"",""3494"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3829"",""3830"",""3961"",""4003"",""4024"",""4025"",""4027"",""4111"",""A7"",""A12"",""A15""]"
66885,362,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1965"",""1967"",""1969"",""1971"",""2074"",""2076"",""2129"",""2167"",""2173"",""2174"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2461"",""2465"",""2480"",""2708"",""2726"",""3263"",""3275"",""3276"",""3429"",""3493"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A6"",""A15""]"
66893,407,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""1987"",""2013"",""2074"",""2076"",""2107"",""2129"",""2165"",""2167"",""2173"",""2237"",""2240"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2726"",""2771"",""3190"",""3194"",""3263"",""3275"",""3276"",""3429"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3829"",""3962"",""4004"",""4024"",""A7"",""A10"",""TAO_D11""]"
66897,452,"[""1190"",""1277"",""1496"",""1627"",""1679"",""1681"",""1739"",""1829"",""1846"",""1848"",""1849"",""1881"",""1965"",""1967"",""1971"",""2071"",""2074"",""2129"",""2165"",""2167"",""2174"",""2237"",""2248"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2769"",""2771"",""2772"",""3263"",""3421"",""3429"",""3495"",""3649"",""3670"",""3823"",""3824"",""3826"",""3829"",""3830"",""4025"",""4027"",""4111"",""A20"",""A21"",""A7"",""A14"",""A15"",""A16"",""Loyalty_Insurance_Registered""]"
66902,381,"[""1189"",""1333"",""1484"",""1496"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1850"",""1881"",""1882"",""1965"",""1967"",""1968"",""1969"",""1971"",""2071"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2451"",""2457"",""2717"",""2726"",""2770"",""2771"",""2772"",""3263"",""3421"",""3423"",""3429"",""3822"",""3823"",""3824"",""3826"",""3829"",""4024"",""4111"",""A20"",""A7"",""A14"",""A15""]"
66929,318,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1848"",""1849"",""1881"",""1965"",""1971"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2449"",""2457"",""2461"",""2480"",""2708"",""2726"",""2769"",""3189"",""3193"",""3263"",""3276"",""3493"",""3671"",""3822"",""3823"",""3824"",""3962"",""A7"",""A12"",""A15"",""A16""]"
66931,319,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1847"",""1850"",""1881"",""1971"",""2013"",""2074"",""2078"",""2129"",""2165"",""2167"",""2173"",""2174"",""2237"",""2270"",""2283"",""2291"",""2313"",""2350"",""2450"",""2457"",""2708"",""2717"",""2726"",""2769"",""2772"",""3263"",""3275"",""3423"",""3429"",""3823"",""3824"",""3826"",""3829"",""4024"",""4110"",""A7"",""A14"",""A15""]"
66950,376,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1965"",""1967"",""1969"",""1971"",""1991"",""2013"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2241"",""2266"",""2270"",""2283"",""2291"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3263"",""3275"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3962"",""3983"",""4004"",""4024"",""A6"",""A15""]"
66955,417,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1834"",""1848"",""1849"",""1881"",""1882"",""1965"",""1971"",""2071"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2717"",""2726"",""2771"",""2772"",""3190"",""3194"",""3207"",""3213"",""3263"",""3275"",""3423"",""3428"",""3429"",""3650"",""3671"",""3824"",""3826"",""3829"",""3962"",""3983"",""4004"",""4024"",""A7"",""A12"",""A15""]"
66964,376,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1849"",""1881"",""1965"",""1967"",""1971"",""1991"",""2013"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2243"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""2754"",""3190"",""3194"",""3263"",""3275"",""3276"",""3650"",""3671"",""3822"",""3824"",""3826"",""3962"",""3983"",""4004"",""4024"",""A6"",""A15""]"
66974,335,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1850"",""1881"",""1971"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3263"",""3275"",""3429"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3962"",""3983"",""4004"",""4024"",""A6""]"
66984,312,"[""1189"",""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1882"",""1968"",""1971"",""2071"",""2074"",""2129"",""2165"",""2167"",""2174"",""2243"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2456"",""2457"",""2717"",""2769"",""2771"",""3263"",""3421"",""3423"",""3429"",""3822"",""3823"",""3824"",""3826"",""4110"",""A7"",""A14"",""A15""]"
67006,333,"[""1189"",""1484"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1848"",""1849"",""1881"",""1968"",""1971"",""2071"",""2074"",""2077"",""2078"",""2129"",""2165"",""2167"",""2173"",""2174"",""2270"",""2283"",""2291"",""2312"",""2313"",""2350"",""2452"",""2457"",""2717"",""2772"",""3263"",""3423"",""3429"",""3824"",""3826"",""3829"",""4111"",""A20"",""A3"",""A7"",""A14"",""A15"",""Loyalty_Insurance_Registered""]"
67018,328,"[""1484"",""1496"",""1604"",""1627"",""1679"",""1681"",""1829"",""1846"",""1848"",""1849"",""1881"",""1971"",""2074"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2312"",""2313"",""2447"",""2457"",""2461"",""2465"",""2480"",""2708"",""2726"",""3190"",""3194"",""3263"",""3275"",""3429"",""3650"",""3671"",""3822"",""3823"",""3824"",""3826"",""3962"",""3983"",""4004"",""4024"",""A6""]"
67036,377,"[""1189"",""1277"",""1496"",""1627"",""1679"",""1681"",""1738"",""1829"",""1846"",""1848"",""1850"",""1881"",""1962"",""1965"",""1967"",""1969"",""1971"",""2074"",""2076"",""2129"",""2165"",""2167"",""2173"",""2237"",""2266"",""2270"",""2283"",""2291"",""2313"",""2350"",""2461"",""2465"",""2480"",""2708"",""2726"",""3275"",""3429"",""3649"",""3670"",""3822"",""3823"",""3824"",""3826"",""3830"",""3961"",""3982"",""4003"",""4024"",""4025"",""4027"",""A6"",""A9"",""A15"",""SAO_D11""]"
